File	Row	OriginalMID	FinalMID	Manufacturer	Address
999-32980463-A.xlsx	2	CNGUADAR16GUA	CNGUADAR2GUA	Guangzhou Darling Garment Co., Ltd.	2nd Floor, Guangzhou Huangzhen Advertising Co., Ltd., 16 Yifu Street, Shiweitang Street, Liwan District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	7	CNWUHDOR888WUH	CNWUHDOR3WUH	Wuhan Doris Electronic Commerce Co., Ltd.	Room 3, 18th Floor, Unit 2, Building A11, No. 888, Kangfu Road, Guanshan Street, Hongshan District, Wuhan City, Hubei Province, Mainland China
999-32980463-A.xlsx	10	CNQIAMIN234QIA	CNQIAMIN6QIA	Qianjiang Mingzhe Garment Factory/Zhang Jie	Group 6, China Telecom Longwan Business Hall (G234 Business Hall), Longwan Town, Qianjiang City, Qianjiang, Hubei Province, China
999-32980463-A.xlsx	14	CNGUAYUA12GUA	CNGUAYUA1GUA	Guangzhou Yuanyuzhou Clothing Co., Ltd.	1st Floor, Building 1, Wangyuan Garment Factory, 12 Gongye 2nd Road, Dashi Street, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	17	CNGUAYEH15GUA	CNGUAYEH1GUA	Guangzhou Yehe Garment Co., Ltd.	Tianyu Garment Factory, No. 1-5 Maoshan Avenue, Xintang Town, Zengcheng District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	30	CNZHOJUR3ZHO	CNZHOJUR5ZHO	Zhongshan Jurui Clothing Co., Ltd.	One of the 3rd Floors, Guangdong Hanmei Lighting Co., Ltd., No. 5 Heman Street, Xiaolan Town, Zhongshan City, Guangdong Province, China
999-32980463-A.xlsx	31	CNFOSHAP118FOS	CNFOSHAP2FOS	Foshan Happy Bandy Clothing Co., Ltd.	2nd Floor, Tonghai Electronics Factory, 118 Dieibei Avenue, Guicheng Street, Nanhai District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	33	CNGUAZUN1432GUA	CNGUAZUN201GUA	Guangzhou Zunqian Clothing Co., Ltd.	Room 201, Bank of China (Guangzhou Guangzhou Avenue Branch), 1432 Guangzhou Avenue, Linhe Street, Tianhe District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	35	CNFOSAIE2FOS	CNFOSAIE3FOS	Foshan Aiertong Clothing Co., Ltd.	2nd Floor, Building 3, Xiashi Industrial Zone, Zumiao Street, Chancheng District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	36	CNDONHUM4DON	CNDONHUM3DON	Dongguan Humen Yuntong Garment Processing Factory	4th Floor, Building 3, Comprehensive Road, Bogong Wang Wu, Humen Town, Dongguan City, Dongguan City, Guangdong Province, China
999-32980463-A.xlsx	39	CNFOSCHA78FOS	CNFOSCHA7FOS	Foshan Chancheng Tongxing Garment Factory	3rd Floor, Building A, Xiashi Industrial Zone, No. 7-8, Chao'an North Road, Zumiao Street, Chancheng District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	42	CNHUIHAO76HUI	CNHUIHAO1HUI	Huizhou Haosheng Clothing Co., Ltd.	Building D, Unit 1, Huizhou Haosheng Apparel Co., Ltd., 76 Lishan Road, Shiwantown, Boluo County, Huizhou City, Guangdong Province, China
999-32980463-A.xlsx	47	CNHUIXIN3HUI	CNHUIXIN4HUI	Huizhou Xingcan Clothing Co., Ltd.	3rd Floor, Building 4, Shangnan Industrial Zone, Yuanzhou Town, Boluo County, Huizhou City, Guangdong Province, China
999-32980463-A.xlsx	50	CNZHOHAO2ZHO	CNZHOHAO124ZHO	Zhongshan Haomiao Clothing Co., Ltd.	2nd Floor, Guangdong Shenweiji Textile & Garment Co., Ltd., No. 124 Xingong Road, Shaxi Town, Zhongshan City, Guangdong Province, China
999-32980463-A.xlsx	52	CNGUALIX106GUA	CNGUALIX1GUA	Guangzhou Lixia Trading Co., Ltd.	Building 1, China Railway Construction Group Southern Engineering Co., Ltd., No. 106, Fengze East Road, Nansha Street, Nansha District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	55	CNSHACHO5SHA	CNSHACHO9SHA	Shantou Chongyou Clothing Co., Ltd.	5th Floor, Kaida Building, No. 9 Fenghuangshan Road, Jinxia Street, Longhu District, Shantou City, Guangdong Province, China
999-32980463-A.xlsx	68	CNZHABAI2GUA	CNZHABAI3GUA	Zhaoqing Baiheng Clothing Co., Ltd.	2nd Floor, Building 3, Liren Village 4th Street, 3 Xinxing Avenue 4th Street, Nancun Town, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	73	CNZHOHAO5ZHO	CNZHOHAO2ZHO	Zhongshan Haofeng Clothing Co., Ltd.	5th Floor, Guangdong Libushangshu Cultural Development Co., Ltd., No. 2 Longyang Road, Saxi Town, Zhongshan City, Zhongshan, Guangdong Province, China
999-32980463-A.xlsx	82	CNGUAXIA009GUA	CNGUAXIA0GUA	Guangzhou Xiangsheng Clothing Co., Ltd.	Unit B, 4th Floor, D009, Xinjinma Backyard, 159 Xianlie East Road, Shahe Street, Tianhe District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	102	CNGUASIT1428GUA	CNGUASIT2058GUA	Guangzhou Sitong Trading Co., Ltd.	Booth 2058, Jinsha Garment Market, 1428-3 Guangzhou Avenue, Linhe Street, Tianhe District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	103	CNDONXIN12JIN	CNDONXIN3JIN	Dongyang Xinyi Clothing Co., Ltd.	3rd Floor, Kangaroo Lin Zhi Apparel Co., Ltd., 12 Kunxi Road, Baiyun Street, Dongyang City, Jinhua City, Zhejiang Province, China
999-32980463-A.xlsx	117	CNGUATAI1101GUA	CNGUATAI405GUA	Guangzhou Taisheng Garment Co., Ltd.	Room 405, 11th Floor, Unit 1101, Guangzhou Dongshen Brand Design Co., Ltd., 4 Lingshan East Road, Zhuji Street, Tianhe District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	126	CNGUASIJ106GUA	CNGUASIJ1GUA	Guangzhou Siji E-Commerce Co., Ltd.	Building 1, Guangzhou Lexiang Trading Co., Ltd., No. 106, Fengze East Road, Nansha Street, Nansha District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	129	CNZHAHAO1733ZHA	CNZHAHAO0ZHA	Zhangzhou Haoying Garment Weaving Co., Ltd.	Xiangzhen Discount Shopping, No. 173-3, Pantuo Town, Zhangpu County, Zhangzhou City, Fujian Province, China
999-32980463-A.xlsx	130	CNFOSCHA78FOS	CNFOSCHA7FOS	Foshan Chancheng Tongxing Garment Factory	3rd Floor, Building A, Xiashi Industrial Zone, No. 7-8, Chao'an North Road, Zumiao Street, Chancheng District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	136	CNYIWYUL507JIN	CNYIWYUL2JIN	Yiwu Yuli Electronic Commerce Co., Ltd.	Unit 2, Building 42, No. 507, No. 8, Liuqing District, Huancheng West Road, Beiyuan Street, Yiwu City, Jinhua City, Zhejiang Province, China
999-32980463-A.xlsx	138	CNGUADIB5GUA	CNGUADIB3GUA	Guangzhou Dibeiming Garment Co., Ltd.	5th Floor, Guangzhou Dibeiming Garment Co., Ltd., No. 3, Huayuan Road, Xintang Town, Zengcheng District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	143	CNGUA1203GUA	CNGUA203GUA	Guangzhou 1.3 billion Clothing Trading Co., Ltd.	Unit 203, Parking Lot, Dayuan E-commerce Headquarters Center, 48 Dayuan East Road, Dayuan Street, Baiyun District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	144	CNGUAQIA106GUA	CNGUAQIA1GUA	Guangzhou Qianbaidu Clothing Co., Ltd.	Building 1, Guangzhou Wanshishun Trading Co., Ltd., 106 Fengze East Road, Nansha Street, Nansha District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	146	CNGUAMIN2071GUA	CNGUAMIN50GUA	Guangzhou Mingkonghui Electronic Commerce Co., Ltd.	Room 50, 207-1-7, Building 2, Guangzhou Yucheng Building Materials Co., Ltd., No. 715, Guangshan 1st Road, Fenghuang Street, Tianhe District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	151	CNGUAPAN10GUA	CNGUAPAN3GUA	Guangzhou Panyu District Dashi Chunlian Garment Factory	3rd Floor, Building 3, No. 10 Industrial Road 2, No. 10 Industrial Road 1, Dashi Street, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	159	CNGUAXIW1281GUA	CNGUAXIW11GUA	Guangzhou Xiwei Cloud Business Co., Ltd.	Shop L11, Guangzhou Xiwei Cloud Business Co., Ltd., No. 128-132, Xiaogang Garden Road, Yuncheng Street, Baiyun District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	163	CNGUAXIA1GUA	CNGUAXIA2GUA	Guangzhou Xiaodiandian Network Technology Co., Ltd.	Floor 1, Building C2, Marble Stone Factory, No. 2 Meishan Avenue, Nancun Town, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	168	CNFOSJIA02FOS	CNFOSJIA2FOS	Foshan Jiayou Clothing Co., Ltd.	Unit 02, 6th Floor, Building A, Chaoer Industrial Zone, Chaoan Road, Zumiao Street, Chancheng District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	173	CNSHENAN26SHE	CNSHENAN2SHE	Shenzhen Nanshan District Wisdom Rabbit Clothing Firm	Monster Charging (Youli Hong Kong-style Tea Restaurant Shekou Store), No. 2-6 Gongyuan South Road, Shekou Street, Nanshan District, Shenzhen City, Guangdong Province, China
999-32980463-A.xlsx	176	CNFOSNAN83FOS	CNFOSNAN1FOS	Foshan Nanhai Xintingcai Clothing Factory	4th Floor, Building 1, No. 83, Lian'an Gehai Village, Lian'an Avenue, Daliang Town, Nanhai District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	177	CNGUAJIN7918GUA	CNGUAJIN5GUA	Guangzhou Jinxuan Dress Co., Ltd.	5th Floor, Building 5, Julong Industrial Park, 791-831 Xicharoad, Tongde Street, Baiyun District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	178	CNDONQIN2DON	CNDONQIN217DON	Dongguan Qinxiangyue Garment Co., Ltd.	2nd Floor, Dongguan Qinxiangyue Garment Co., Ltd., No. 217 Yuanshanbei Avenue, Changping Town, Dongguan City, Guangdong Province, China
999-32980463-A.xlsx	179	CNFOSYAN1FOS	CNFOSYAN2FOS	Foshan Yanyangtong Clothing Co., Ltd.	1st Floor, Building 2, Youyue Advertising, Nansha Street, Zumiao Street, Chancheng District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	181	CNGUALON12GUA	CNGUALON8GUA	Guangzhou Longshenghe Clothing Co., Ltd.	Building 8, 12th Alley, 17th Lane, 4th Street, Luopu Street, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	183	CNDON929DON	CNDON139DON	Dongguan 9290 Clothing Co., Ltd.	Humen E-commerce Industrial Park, 139 Taibao Road, Humen Town, Dongguan City, Guangdong Province, China
999-32980463-A.xlsx	193	CNGUAXUA106GUA	CNGUAXUA1GUA	Guangzhou Xuanyinuo Garment Trading Co., Ltd.	Building 1, Guangzhou Feilisite Import and Export Co., Ltd., 106 Fengze East Road, Nansha Street, Nansha District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	197	CNZHOZUN24ZHO	CNZHOZUN4ZHO	Zhongshan Zunyinguan Garment Co., Ltd.	4th Floor, Ming Xiao Garment, 24 Xiangyun Road, Shaxi Town, Zhongshan City, Zhongshan City, Guangdong Province, China
999-32980463-A.xlsx	205	CNGUADIB5GUA	CNGUADIB3GUA	Guangzhou Dibeiming Garment Co., Ltd.	5th Floor, Guangzhou Dibeiming Garment Co., Ltd., No. 3, Huayuan Road, Xintang Town, Zengcheng District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	213	CNZHOHAO5ZHO	CNZHOHAO2ZHO	Zhongshan Haofeng Clothing Co., Ltd.	5th Floor, Guangdong Libushangshu Cultural Development Co., Ltd., No. 2 Longyang Road, Saxi Town, Zhongshan City, Zhongshan, Guangdong Province, China
999-32980463-A.xlsx	217	CNGUASIJ106GUA	CNGUASIJ1GUA	Guangzhou Siji E-Commerce Co., Ltd.	Building 1, Guangzhou Lexiang Trading Co., Ltd., No. 106, Fengze East Road, Nansha Street, Nansha District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	228	CNFOSCHA140FOS	CNFOSCHA2FOS	Foshan Chancheng District Guirenxiang Garment Co., Ltd.	Ground Floor, Hongliyuan Garment Factory No. 2, No. 140, Zumiao Street, Chancheng District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	229	CNGUAJIN106GUA	CNGUAJIN1GUA	Guangzhou Jinxiu Clothing Co., Ltd.	Building 1, Guangzhou Wanshishun Trading Co., Ltd., 106 Fengze East Road, Nansha Street, Nansha District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	239	CNGUAZIM26FOS	CNGUAZIM1FOS	Guangzhou Zimei Yishang Garment Industry Co., Ltd.	6th Floor, Building 1, Zhangcha Creative Industrial Park, 26 Zhangcha 1st Road, Zhangcha Street, Chancheng District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	242	CNFOSHAO65FOS	CNFOSHAO12FOS	Foshan Haoxing Clothing Co., Ltd.	65th Floor, Foshan Wanlong Nanhai Branch, No. 12 Changshen Road, Shishan Town, Nanhai District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	249	CNQINGUA2GUA	CNQINGUA9GUA	Qingyi (Guangzhou) Garment Co., Ltd.	2nd Floor, Jiabao Glass Warehouse, No. 9 Caotang Road, Nancun Town, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	253	CNGUASHA1236GUA	CNGUASHA101GUA	Guangzhou Shangshang Fashion Co., Ltd.	Room 101, Building 6, 1236 Xingye Avenue, 1236 Chengxian Street, Nancun Town, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	257	CNHULLON441HUL	CNHULLON44HUL	Huludao Longgang District Yixing Garment Processing Factory	Building B, No. 44-1, Jinhu North Road, Yuhuang Street, Longgang District, Huludao City, Liaoning Province, China
999-32980463-A.xlsx	258	CNGUAQIA106GUA	CNGUAQIA1GUA	Guangzhou Qianduoer Clothing Co., Ltd.	Building 1, Guangzhou Wanshishun Trading Co., Ltd., 106 Fengze East Road, Nansha Street, Nansha District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	264	CNZHOZHA82ZHO	CNZHOZHA3ZHO	Zhongshan Zhaohao Garment Co., Ltd.	Unit 3, 3rd Floor, Building 2, Jiali Garment Factory, No. 82 Xingong Road, Saxi Town, Zhongshan City, Zhongshan City, Guangdong Province, China
999-32980463-A.xlsx	265	CNGUACHE1432GUA	CNGUACHE101GUA	Guangzhou Chengyi Clothing Co., Ltd.	Room 101, No. 1432, Guangzhou Avenue Middle, Linhe Street, Tianhe District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	269	CNFOSJUN376FOS	CNFOSJUN4FOS	Foshan Junxi Electronic Commerce Co., Ltd.	4th Floor, 376 Fengsi Road, Yan Ji Cuisine, Guicheng Street, Nanhai District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	279	CNGUALIN1GUA	CNGUALIN5GUA	Guangzhou Linghang Garment Co., Ltd.	1st Floor, Building C, Linghang Clothing (Xingyou Industrial Park Store), No. 5 Dengyun Avenue, Nancun Town, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	286	CNZHOQIN84ZHO	CNZHOQIN4ZHO	Zhongshan Qingqingguo Clothing Co., Ltd.	4th Floor, Qingqing Garment Co., Ltd., 84 Kangle North Road, Shaxi Town, Zhongshan City, Zhongshan City, Guangdong Province, China
999-32980463-A.xlsx	293	CNGUAZUO065GUA	CNGUAZUO65GUA	Guangzhou Zuopai Clothing Co., Ltd.	Unit K065, 3rd Floor, En Chong Pet Shop, Yongping Street, Yongping Street, Baiyun District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	295	CNGUAGUM4GUA	CNGUAGUM3GUA	Guangzhou Gumengxi Clothing Co., Ltd.	4th Floor, No. 3, Qixinggang Industrial Zone, 3 Shiliugang Road, Jianghai Street, Haizhu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	300	CNFOSXIL2FOS	CNFOSXIL1FOS	Foshan Xile Beibei Clothing Co., Ltd.	2nd Floor, Building 1, Dongsheng 2nd Street Industrial Park, Dongsheng 2nd Street, Zumiao Street, Chancheng District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	309	CNGUAMAO109GUA	CNGUAMAO3GUA	Guangzhou Maomao Clothing Co., Ltd.	3rd Floor, Building E, Shengda Embroidery Factory, 109 Huazhou Road, Huazhou Street, Haizhu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	319	CNTIAMEI31TAI	CNTIAMEI3TAI	Tiantai Meishuji Clothing Co., Ltd.	Guangming Village Cultural Association, No. 3-1, Fuxi Street, Tiantai County, Taizhou City, Zhejiang Province, China
999-32980463-A.xlsx	320	CNSHAMIS324SHA	CNSHAMIS1SHA	Shantou Misha Textile Co., Ltd.	1st Floor, Building 1, KFC (Waishe Store), National Highway 324, Longhua Street, Longhu District, Shantou City, Guangdong Province, China
999-32980463-A.xlsx	321	CNFOSJIA02FOS	CNFOSJIA2FOS	Foshan Jiayou Clothing Co., Ltd.	Unit 02, 6th Floor, Building A, Chaoer Industrial Zone, Chaoan Road, Zumiao Street, Chancheng District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	325	CNGUAYUA12GUA	CNGUAYUA1GUA	Guangzhou Yuanyuzhou Clothing Co., Ltd.	1st Floor, Building 1, Wangyuan Garment Factory, 12 Gongye 2nd Road, Dashi Street, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	336	CNGUAJUN38GUA	CNGUAJUN3GUA	Guangzhou Junyu Clothing Co., Ltd.	3rd Floor, Zhongjun Textile & Garment Co., Ltd., 38 Tieta Road, Xintang Town, Zengcheng District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	342	CNQIAHAO738BIJ	CNQIAHAO10BIJ	Qianxi Haosheng Clothing Co., Ltd.	Building No. 10, Chaba Farm, X738, Linquan Town, Qianxi City, Bijie City, Guizhou Province, China
999-32980463-A.xlsx	349	CNGUAXUA106GUA	CNGUAXUA1GUA	Guangzhou Xuanyan Clothing Co., Ltd.	Building 1, Guangzhou Wanshishun Trading Co., Ltd., 106 Fengze East Road, Nansha Street, Nansha District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	350	CNXINCOU25GAN	CNXINCOU2GAN	Xinfeng County Xinyi Garment Co., Ltd.	2nd Floor, Building 2, Jinlida Electronics, 25 Lvyuan Avenue, Xiniou Town, Xinfeng County, Ganzhou City, Jiangxi Province, China
999-32980463-A.xlsx	357	CNGUAHUA152GUA	CNGUAHUA15GUA	Guangzhou Huateng Garment Co., Ltd.	6th Floor, Guangzhou Langrui Clothing Co., Ltd., No. 15-2, Gongye 1st Road, Dashi Street, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	358	CNGUAYUE1081GUA	CNGUAYUE543GUA	Guangzhou Yuexiu District Senkai Clothing Store	Shop 543, 5th Floor, Building 1, New Dadi Clothing City (Zhanqian Road Store), No. 108-122, Zhanqian Road, Liuhua Street, Yuexiu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	361	CNGUAXIN3GUA	CNGUAXIN5GUA	Guangzhou Xingyijia Trading Co., Ltd.	3rd Floor, Guangzhou Hengyi Trading Co., Ltd., No. 5 Wannian East Second Street, Huazhou Street, Haizhu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	365	CNQINJIN02QIN	CNQINJIN2QIN	Qingyuan Jinma Clothing Co., Ltd.	Room 02, Ground Floor, Dongcheng Street Comprehensive Stability Maintenance Center, Dongcheng Street, Qingcheng District, Qingyuan City, Guangdong Province, China
999-32980463-A.xlsx	370	CNYIWCHA200JIN	CNYIWCHA5JIN	Yiwu Changxi E-commerce Co., Ltd.	Building 5, Feitian E-commerce Park, No. 200, Zhenqian Street, Suxi Town, Yiwu City, Jinhua City, Zhejiang Province, China
999-32980463-A.xlsx	372	CNGUACLO290GUA	CNGUACLO8GUA	Guangzhou Clojia Business Co., Ltd.	Room 8, 3rd Floor, Building 1, Huatong Garment Company, No. 290 Shiguang Road, Donghuan Street, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	373	CNQIARUN738BIJ	CNQIARUN8BIJ	Qianxi Runxuan Clothing Co., Ltd.	Building 8, Chaba Farm, X738, Linquan Town, Qianxi City, Bijie City, Guizhou Province, China
999-32980463-A.xlsx	374	CNQINLIJ1519LIS	CNQINLIJ6LIS	Qingyuan Lijun Trading Co., Ltd.	Building 6, No. 1519 Shouyuan Street, Yanquan Street, Landu District, Lishui City, Zhejiang Province, China
999-32980463-A.xlsx	375	CNFOSYIY35FOS	CNFOSYIY3FOS	Foshan Yiyu Clothing Co., Ltd.	3rd Floor, Foshan Nanhai District Lifting Equipment Factory Co., Ltd., 35 Fuping 2nd Road, Guicheng Street, Nanhai District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	386	CNSHEJIU023SHE	CNSHEJIU23SHE	Shenzhen Jiuzuo Trading Co., Ltd.	Room 023, 3a Floor, Building B, Hedong Building, Liutang Road, Xixiang Street, Bao'an District, Shenzhen City, Guangdong Province, China
999-32980463-A.xlsx	390	CNFOSNIF02FOS	CNFOSNIF2FOS	Foshan Nifty Doudou Bear Clothing Co., Ltd.	Room 02, 5th Floor, Building D1, Building E1, Gesa Industrial Zone, Zuming Street, Chancheng District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	397	CNGUAYUN20GUA	CNGUAYUN2GUA	Guangzhou Yunlian Intelligent Clothing Co., Ltd.	Building 2, Youshang Accommodation (Guangzhou Hualong Store), No. 20, Caotang Highway Section, Hualong Town, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	401	CNGUAQIA066GUA	CNGUAQIA66GUA	Guangzhou Qianyi Clothing Co., Ltd.	Room B066, 3rd Floor, Xingguang Yingjing, 119 Shuiyin Road, Huanghuagang Street, Yuexiu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	402	CNFOSSHU17FOS	CNFOSSHU1FOS	Foshan Shunde Badiao Garment Co., Ltd.	3rd Floor, Building 1, Xinhua Office Building, No. 17, Bao'an West Road, Junan Town, Shunde District, Foshan City, Guangdong Province, China
999-32980463-A.xlsx	407	CNHUIHAO76HUI	CNHUIHAO1HUI	Huizhou Haosheng Clothing Co., Ltd.	Building D, Unit 1, Huizhou Haosheng Apparel Co., Ltd., 76 Lishan Road, Shiwantown, Boluo County, Huizhou City, Guangdong Province, China
999-32980463-A.xlsx	408	CNGUA1203GUA	CNGUA203GUA	Guangzhou 1.3 billion Clothing Trading Co., Ltd.	Unit 203, Parking Lot, Dayuan E-commerce Headquarters Center, 48 Dayuan East Road, Dayuan Street, Baiyun District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	409	CNYIWLUO1618JIN	CNYIWLUO16JIN	Yiwu Luoqi Clothing Co., Ltd.	Yiwu Weixi Daily Necessities Co., Ltd., No. 16-18, Xinguang North Road, Jiangdong Street, Yiwu City, Jinhua City, Zhejiang Province, Mainland China
999-32980463-A.xlsx	416	CNGUARON19GUA	CNGUARON2GUA	Guangzhou Rongwang Clothing Co., Ltd.	Guangzhou Niuzai No.2 Garment Co., Ltd., 19 Yufada Avenue, Xintang Town, Zengcheng District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	421	CNHUIXIN3HUI	CNHUIXIN4HUI	Huizhou Xingcan Clothing Co., Ltd.	3rd Floor, Building 4, Shangnan Industrial Zone, Yuanzhou Town, Boluo County, Huizhou City, Guangdong Province, China
999-32980463-A.xlsx	423	CNZHOFUJ3ZHO	CNZHOFUJ2ZHO	Zhongshan Fujibai Garment Co., Ltd.	3rd Floor, Building 2, Huamao Building, 3 Xingong Road, Shaxi Town, Zhongshan City, Guangdong Province, China
999-32980463-A.xlsx	427	CNZHAHON292ZHA	CNZHAHON4ZHA	Zhaoqing Hongrui Garment Co., Ltd.	4 Jindu Industrial Park, 292 County Road, Jindu Town, Gaoyao District, Zhaoqing City, Guangdong Province, China
999-32980463-A.xlsx	428	CNGUAZHO106GUA	CNGUAZHO1GUA	Guangzhou Zhongxin Garment Co., Ltd.	Building 1, Guangzhou Wanshishun Trading Co., Ltd., No. 106 Fengze East Road, Nansha Street, Nansha District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	432	CNZHOZHA82ZHO	CNZHOZHA3ZHO	Zhongshan Zhaohao Garment Co., Ltd.	Unit 3, 3rd Floor, Building 2, Jiali Garment Factory, No. 82 Xingong Road, Saxi Town, Zhongshan City, Zhongshan City, Guangdong Province, China
999-32980463-A.xlsx	439	CNDONNEW36DON	CNDONNEW1DON	Dongguan New Perspective Supply Chain Management Co., Ltd.	Building 1, Squirrel City Fast Food, 36 Longeye Industrial Road, Humen Town, Dongguan City, Dongguan City, Guangdong Province, China
999-32980463-A.xlsx	447	CNDONOUY4DON	CNDONOUY9DON	Dongguan Ouyige Clothing Co., Ltd.	4th Floor, Chunxue Clothing, No. 9, 2nd Road, Humen Town, Dongguan City, Guangdong Province, China
999-32980463-A.xlsx	451	CNGUAXIN1228GUA	CNGUAXIN501GUA	Guangzhou Xinxing Fashion Co., Ltd.	Room 501, Building 4, Nalan Clothing Co., Ltd., No. 1228 Xingye Avenue, Nancun Town, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	452	CNGUAZHI106GUA	CNGUAZHI1GUA	Guangzhou Zhixuanda Garment Co., Ltd.	Building 1, Guangzhou Wanshishun Trading Co., Ltd., No. 106 Fengze East Road, Nansha Street, Nansha District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	460	CNYIWGON6JIN	CNYIWGON3JIN	Yiwu Gongchuang Knitting Co., Ltd.	6th Floor, No. 3, Qiming Garment, Suxi Town, Yiwu City, Jinhua City, Zhejiang Province, China
999-32980463-A.xlsx	465	CNDANCOU41MA'	CNDANCOU4MA'	Dangtu County Gelu Garment Factory	Building 4-1, Anhui Keshang Media Advertising Co., Ltd., No. 3, Gushu Town, Dangtu County, Ma'anshan City, Anhui Province, China
999-32980463-A.xlsx	468	CNGUAHUA152GUA	CNGUAHUA15GUA	Guangzhou Huateng Garment Co., Ltd.	6th Floor, Guangzhou Langrui Clothing Co., Ltd., No. 15-2, Gongye 1st Road, Dashi Street, Panyu District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	470	CNAESCON113HAI	CNAESCON7HAI	Aesop Consulting Studio, Baoan District, Shenzhen	Room 7, 13B1-13F, Hongtai Building, No. 74, Haixiu East Road, Lantian Street, Meilan District, Haikou City, Hainan Province, China
999-32980463-A.xlsx	476	CNHANYIF9810HAN	CNHANYIF98HAN	Hangzhou Yifa Clothing Chengminjie Clothing Store	No. 98-102, Hanghai Road, Caihe Street, Shangcheng District, Hangzhou City, Zhejiang Province, China
999-32980463-A.xlsx	480	CNGUAOUS106GUA	CNGUAOUS1GUA	Guangzhou Ousman Clothing Co., Ltd.	Building 1, Guangzhou Wanshishun Trading Co., Ltd., No. 106 Fengze East Road, Nansha Street, Nansha District, Guangzhou City, Guangdong Province, China
999-32980463-A.xlsx	483	CNYIWXIF17JIN	CNYIWXIF3JIN	Yiwu Xifabiao Jewelry Co., Ltd.	Floor 1, Unit 3, Building 17, Xizhan Avenue, Beiyuan Street, Yiwu City, Jinhua City, Zhejiang Province, China
